XmacGene,XmacGeneID,Evalue,HumanGene,SwissprotAnnotationID
gene11633,GeneID:106699811,1.00E-76,sp|P15622|ZN250_HUMAN,P15622
gene11634,GeneID:102234373,3.00E-89,sp|Q14590|ZN235_HUMAN,Q14590
gene11635,GeneID:102233858,2.00E-120,sp|Q14590|ZN235_HUMAN,Q14590
gene11636,GeneID:106699810,4.00E-99,sp|Q14590|ZN235_HUMAN,Q14590
gene11637,GeneID:102233345,8.00E-98,sp|Q14590|ZN235_HUMAN,Q14590
gene11638,GeneID:111609826,3.00E-45,sp|Q12901|ZN155_HUMAN,Q12901
gene11639,GeneID:102221390,0,sp|Q8TAT6|NPL4_HUMAN,Q8TAT6
gene1164,GeneID:102227959,0,sp|Q8IWU5|SULF2_HUMAN,Q8IWU5
gene11640,GeneID:102232823,0,tr|A0A0A0MTC1|A0A0A0MTC1_HUMAN,A0A0A0MTC1
gene11641,GeneID:102232557,4.00E-133,sp|Q9UPN4|CP131_HUMAN,Q9UPN4
gene11642,GeneID:102232301,3.00E-88,sp|Q9UJ37|SIA7B_HUMAN,Q9UJ37
gene11643,GeneID:102232043,5.00E-99,sp|Q9NQZ8|ZNF71_HUMAN,Q9NQZ8
gene11644,GeneID:102231786,5.00E-56,sp|Q9Y6Q3|ZFP37_HUMAN,Q9Y6Q3
gene11645,GeneID:111609891,1.00E-75,tr|F5H6A5|F5H6A5_HUMAN,F5H6A5
gene11646,GeneID:102231257,1.00E-123,sp|Q14590|ZN235_HUMAN,Q14590
gene11647,GeneID:106699809,5.00E-94,sp|Q9NQV7|PRDM9_HUMAN,Q9NQV7
gene11648,GeneID:106699808,8.00E-91,sp|Q9UJU3|ZN112_HUMAN,Q9UJU3
gene11649,GeneID:102230993,9.00E-110,sp|Q14590|ZN235_HUMAN,Q14590
gene1165,GeneID:102223134,2.00E-57,sp|Q9NV56|MRGBP_HUMAN,Q9NV56
gene11651,GeneID:102230734,1.00E-122,sp|Q14590|ZN235_HUMAN,Q14590
gene11652,GeneID:102230471,7.00E-79,sp|Q14590|ZN235_HUMAN,Q14590
gene11653,GeneID:102230207,4.00E-91,sp|Q14590|ZN235_HUMAN,Q14590
gene11654,GeneID:111609894,1.00E-94,sp|Q14590|ZN235_HUMAN,Q14590
gene11655,GeneID:102229687,NA,NA,
gene11656,GeneID:102229422,1.00E-112,sp|Q14590|ZN235_HUMAN,Q14590
gene11657,GeneID:102228516,2.00E-150,tr|F5H630|F5H630_HUMAN,F5H630
gene11658,GeneID:102227917,1.00E-113,sp|Q14590|ZN235_HUMAN,Q14590
gene11659,GeneID:111609893,3.00E-85,sp|Q8N184|ZN567_HUMAN,Q8N184
gene1166,GeneID:102223394,0,sp|Q8TCT9|HM13_HUMAN,Q8TCT9
gene11660,GeneID:102228637,3.00E-95,sp|Q14590|ZN235_HUMAN,Q14590
gene11661,GeneID:102220873,3.00E-54,sp|Q96FZ7|CHMP6_HUMAN,Q96FZ7
gene11662,GeneID:102220610,0,sp|Q9UQB8|BAIP2_HUMAN,Q9UQB8
gene11663,GeneID:102220347,0,sp|Q6ZMQ8|LMTK1_HUMAN,Q6ZMQ8
gene11664,GeneID:102228377,3.00E-86,sp|Q14590|ZN235_HUMAN,Q14590
gene11665,GeneID:102227867,3.00E-91,sp|Q14590|ZN235_HUMAN,Q14590
gene11666,GeneID:102227348,4.00E-75,sp|Q9NQZ8|ZNF71_HUMAN,Q9NQZ8
gene11667,GeneID:102227092,6.00E-77,sp|Q9NQZ8|ZNF71_HUMAN,Q9NQZ8
gene11668,GeneID:102235281,5.00E-65,sp|Q14588|ZN234_HUMAN,Q14588
gene11669,GeneID:106699591,2.00E-71,sp|Q5JVG2|ZN484_HUMAN,Q5JVG2
gene1167,GeneID:111608818,NA,NA,
gene11670,GeneID:106699806,3.00E-73,sp|Q6IV72|ZN425_HUMAN,Q6IV72
gene11671,GeneID:102226835,8.00E-110,sp|Q14590|ZN235_HUMAN,Q14590
gene11673,GeneID:102220090,0,sp|Q8WWZ7|ABCA5_HUMAN,Q8WWZ7
gene11674,GeneID:102226321,2.00E-107,sp|Q9Y575|ASB3_HUMAN,Q9Y575
gene11675,GeneID:102219829,2.00E-21,sp|Q9H8K7|CJ088_HUMAN,Q9H8K7
gene11676,GeneID:102219577,0,sp|Q92743|HTRA1_HUMAN,Q92743
gene11677,GeneID:102219146,4.00E-161,sp|Q9HB21|PKHA1_HUMAN,Q9HB21
gene11678,GeneID:102226068,0,sp|Q7Z5K2|WAPL_HUMAN,Q7Z5K2
gene11679,GeneID:102225806,3.00E-14,sp|Q92858|ATOH1_HUMAN,Q92858
gene1168,GeneID:102228212,9.00E-70,sp|Q13609|DNSL3_HUMAN,Q13609
gene11680,GeneID:102230826,0,sp|Q9ULK0|GRID1_HUMAN,Q9ULK0
gene11681,GeneID:111609966,NA,NA,
gene11682,GeneID:111609845,NA,NA,
gene11683,GeneID:111609846,NA,NA,
gene11684,GeneID:111609828,NA,NA,
gene11685,GeneID:102230563,1.00E-04,sp|Q9H7U1|CCSE2_HUMAN,Q9H7U1
gene11686,GeneID:102216466,3.00E-163,sp|P21918|DRD5_HUMAN,P21918
gene11687,GeneID:111609848,NA,NA,
gene11688,GeneID:102238265,1.00E-21,tr|B3KP96|B3KP96_HUMAN,B3KP96
gene11689,GeneID:102238004,3.00E-77,sp|P55083|MFAP4_HUMAN,P55083
gene1169,GeneID:102228462,8.00E-56,tr|Q5JZH3|Q5JZH3_HUMAN,Q5JZH3
gene11690,GeneID:111609867,NA,NA,
gene11691,GeneID:102237747,2.00E-15,tr|B3KP96|B3KP96_HUMAN,B3KP96
gene11692,GeneID:111609866,7.00E-78,sp|P55083|MFAP4_HUMAN,P55083
gene11693,GeneID:102230295,1.00E-54,sp|Q8TDS4|HCAR2_HUMAN,Q8TDS4
gene11694,GeneID:102230032,3.00E-97,sp|Q6ZWJ1|STXB4_HUMAN,Q6ZWJ1
gene11695,GeneID:102226672,4.00E-121,sp|Q16534|HLF_HUMAN,Q16534
gene11696,GeneID:102226414,5.00E-25,sp|Q9NV29|TM100_HUMAN,Q9NV29
gene11697,GeneID:102226161,8.00E-49,tr|Q32MN6|Q32MN6_HUMAN,Q32MN6
gene11698,GeneID:102229771,0,tr|H3BM45|H3BM45_HUMAN,H3BM45
gene11699,GeneID:102225902,2.00E-72,sp|Q13253|NOGG_HUMAN,Q13253
gene117,GeneID:102232989,2.00E-45,sp|P62308|RUXG_HUMAN,P62308
gene1170,GeneID:106699791,1.00E-12,sp|Q76G19|PDZD4_HUMAN,Q76G19
gene11700,GeneID:102229509,5.00E-27,sp|Q14781|CBX2_HUMAN,Q14781
gene11701,GeneID:102229253,3.00E-122,sp|Q9Y6N1|COX11_HUMAN,Q9Y6N1
gene11702,GeneID:102225470,5.00E-162,sp|Q12829|RB40B_HUMAN,Q12829
gene11703,GeneID:102224850,0,sp|P13674|P4HA1_HUMAN,P13674
gene11704,GeneID:102228992,2.00E-137,sp|P05089|ARGI1_HUMAN,P05089
gene11705,GeneID:102228732,0,sp|Q9H583|HEAT1_HUMAN,Q9H583
gene11706,GeneID:102228467,5.00E-101,tr|H0Y6N5|H0Y6N5_HUMAN,H0Y6N5
gene11707,GeneID:106699855,4.00E-27,sp|Q9NR16|C163B_HUMAN,Q9NR16
gene11708,GeneID:111609945,2.00E-44,tr|D6RGG3|D6RGG3_HUMAN,D6RGG3
gene11709,GeneID:102228218,0,sp|Q96FC7|PHIPL_HUMAN,Q96FC7
gene1171,GeneID:102228726,2.00E-42,sp|Q6UXB8|PI16_HUMAN,Q6UXB8
gene11710,GeneID:102227964,0,sp|Q9NQ94|A1CF_HUMAN,Q9NQ94
gene11711,GeneID:102224587,0,sp|Q13976|KGP1_HUMAN,Q13976
gene11712,GeneID:102227703,2.00E-61,sp|O94988|FA13A_HUMAN,O94988
gene11713,GeneID:102227444,0,sp|Q9NR71|ASAH2_HUMAN,Q9NR71
gene11714,GeneID:102224338,2.00E-73,sp|P55083|MFAP4_HUMAN,P55083
gene11715,GeneID:102227185,4.00E-08,tr|B3KP96|B3KP96_HUMAN,B3KP96
gene11716,GeneID:111609827,NA,NA,
gene11717,GeneID:102224079,0,sp|Q9NS85|CAH10_HUMAN,Q9NS85
gene11718,GeneID:102232911,1.00E-84,sp|Q96AY2|EME1_HUMAN,Q96AY2
gene11719,GeneID:102231451,8.00E-59,sp|Q9P0M9|RM27_HUMAN,Q9P0M9
gene1172,GeneID:102227646,0,sp|Q9BV94|EDEM2_HUMAN,Q9BV94
gene11720,GeneID:102233173,NA,NA,
gene11721,GeneID:102233434,4.00E-111,sp|Q96AX2|RAB37_HUMAN,Q96AX2
gene11722,GeneID:102231714,6.00E-103,sp|O14745|NHRF1_HUMAN,O14745
gene11723,GeneID:102233692,0,sp|Q8WXE0|CSKI2_HUMAN,Q8WXE0
gene11724,GeneID:102231968,5.00E-119,sp|Q9H1A3|METL9_HUMAN,Q9H1A3
gene11725,GeneID:102232388,6.00E-139,sp|P33947|ERD22_HUMAN,P33947
gene11726,GeneID:111609819,1.00E-53,tr|A0A087X2B0|A0A087X2B0_HUMAN,A0A087X2B0
gene11727,GeneID:102234213,3.00E-66,sp|P0CJ79|ZN888_HUMAN,P0CJ79
gene11728,GeneID:111609974,NA,NA,
gene11729,GeneID:102232651,0,sp|Q5MNZ6|WIPI3_HUMAN,Q5MNZ6
gene1173,GeneID:111609604,2.00E-11,sp|P22897|MRC1_HUMAN,P22897
gene11730,GeneID:102234465,0,sp|Q01167|FOXK2_HUMAN,Q01167
gene11731,GeneID:111609821,NA,NA,
gene11732,GeneID:102234723,2.00E-44,sp|Q6ZSJ9|SHSA6_HUMAN,Q6ZSJ9
gene11733,GeneID:102234985,0,sp|Q9NYC9|DYH9_HUMAN,Q9NYC9
gene11734,GeneID:102227635,2.00E-65,sp|Q8IZQ8|MYCD_HUMAN,Q8IZQ8
gene11735,GeneID:102225231,0,sp|P45985|MP2K4_HUMAN,P45985
gene11736,GeneID:102227889,5.00E-108,sp|Q3LIE5|ADPRM_HUMAN,Q3LIE5
gene11737,GeneID:102225490,9.00E-80,sp|Q8WYR4|RSPH1_HUMAN,Q8WYR4
gene11738,GeneID:102225754,0,sp|O60861|GAS7_HUMAN,O60861
gene11739,GeneID:102228143,0,sp|Q9H6N6|MYH16_HUMAN,Q9H6N6
gene1174,GeneID:111609717,5.00E-89,sp|Q9UGM3|DMBT1_HUMAN,Q9UGM3
gene11740,GeneID:102228394,1.00E-66,sp|Q03393|PTPS_HUMAN,Q03393
gene11741,GeneID:102228655,2.00E-133,sp|O95838|GLP2R_HUMAN,O95838
gene11742,GeneID:102216456,2.00E-85,sp|Q6UXU4|GSG1L_HUMAN,Q6UXU4
gene11743,GeneID:102238262,2.00E-142,sp|Q9Y663|HS3SA_HUMAN,Q9Y663
gene11744,GeneID:111609955,NA,NA,
gene11745,GeneID:111609959,NA,NA,
gene11746,GeneID:102226336,2.00E-113,sp|A6NNS2|DRS7C_HUMAN,A6NNS2
gene11747,GeneID:102226592,3.00E-116,tr|H0Y2S9|H0Y2S9_HUMAN,H0Y2S9
gene11748,GeneID:111609884,5.00E-44,sp|Q7Z5J4|RAI1_HUMAN,Q7Z5J4
gene11749,GeneID:102226854,3.00E-124,sp|Q52WX2|SBK1_HUMAN,Q52WX2
gene11750,GeneID:111609871,2.00E-04,sp|Q9NZJ4|SACS_HUMAN,Q9NZJ4
gene11751,GeneID:111609872,NA,NA,
gene11752,GeneID:111609852,NA,NA,
gene11753,GeneID:102227112,5.00E-80,sp|O00204|ST2B1_HUMAN,O00204
gene11754,GeneID:102233200,2.00E-98,sp|Q96JH8|RADIL_HUMAN,Q96JH8
gene11755,GeneID:102231360,0,sp|O15438|MRP3_HUMAN,O15438
gene11756,GeneID:102231621,0,sp|Q8TEU8|WFKN2_HUMAN,Q8TEU8
gene11757,GeneID:111609935,NA,NA,
gene11758,GeneID:102227711,7.00E-150,sp|P50616|TOB1_HUMAN,P50616
gene11759,GeneID:102231881,0,tr|A0A087X2D8|A0A087X2D8_HUMAN,A0A087X2D8
gene1176,GeneID:111608654,NA,NA,
gene11760,GeneID:102227971,0,sp|Q8NCG7|DGLB_HUMAN,Q8NCG7
gene11761,GeneID:111609967,NA,NA,
gene11762,GeneID:102232136,6.00E-58,sp|Q14197|ICT1_HUMAN,Q14197
gene11763,GeneID:111609975,NA,NA,
gene11764,GeneID:102228476,9.00E-153,sp|Q86X02|CDR2L_HUMAN,Q86X02
gene11765,GeneID:102228742,7.00E-85,sp|Q9UHR5|S30BP_HUMAN,Q9UHR5
gene11766,GeneID:102232649,0,sp|P16144|ITB4_HUMAN,P16144
gene11767,GeneID:102229003,7.00E-37,sp|Q9HCM9|TRI39_HUMAN,Q9HCM9
gene11768,GeneID:111609822,NA,NA,
gene11769,GeneID:102229266,1.00E-94,sp|P84243|H33_HUMAN,P84243
gene1177,GeneID:111608661,NA,NA,
gene11770,GeneID:102232909,0,sp|Q9C0B0|UNK_HUMAN,Q9C0B0
gene11771,GeneID:102233171,0,sp|Q70J99|UN13D_HUMAN,Q70J99
gene11772,GeneID:102229523,2.00E-75,tr|K7ENL2|K7ENL2_HUMAN,K7ENL2
gene11773,GeneID:102233432,2.00E-59,sp|Q6PJ69|TRI65_HUMAN,Q6PJ69
gene11774,GeneID:102229786,4.00E-144,sp|Q96DV4|RM38_HUMAN,Q96DV4
gene11775,GeneID:102233690,0,tr|A0A0C4DFN8|A0A0C4DFN8_HUMAN,A0A0C4DFN8
gene11776,GeneID:111609838,NA,NA,
gene11777,GeneID:111609823,NA,NA,
gene11778,GeneID:102230046,3.00E-176,sp|Q9UHQ1|NARF_HUMAN,Q9UHQ1
gene11779,GeneID:102234211,3.00E-55,sp|Q9BQA9|CYBC1_HUMAN,Q9BQA9
gene1178,GeneID:111610040,NA,NA,
gene11780,GeneID:102230309,1.00E-139,sp|Q8WVB3|HEXD_HUMAN,Q8WVB3
gene11781,GeneID:102230578,7.00E-113,sp|Q6PK18|OGFD3_HUMAN,Q6PK18
gene11782,GeneID:102230841,2.00E-97,sp|Q9UKP6|UR2R_HUMAN,Q9UKP6
gene11783,GeneID:111609953,NA,NA,
gene11784,GeneID:111609952,NA,NA,
gene11785,GeneID:102231102,4.00E-103,sp|Q9UKP6|UR2R_HUMAN,Q9UKP6
gene11786,GeneID:106699950,2.00E-14,sp|Q9UKR3|KLK13_HUMAN,Q9UKR3
gene11787,GeneID:102218402,0,sp|O43497|CAC1G_HUMAN,O43497
gene11788,GeneID:102220016,0,tr|A0A0U1RRL8|A0A0U1RRL8_HUMAN,A0A0U1RRL8
gene11789,GeneID:102220278,4.00E-53,sp|Q9NUJ7|PLCX1_HUMAN,Q9NUJ7
gene1179,GeneID:102224171,0,sp|Q00536|CDK16_HUMAN,Q00536
gene11790,GeneID:102216517,2.00E-112,sp|Q8WXK4|ASB12_HUMAN,Q8WXK4
gene11791,GeneID:102216938,2.00E-137,sp|Q8N1S5|S39AB_HUMAN,Q8N1S5
gene11792,GeneID:102220545,2.00E-70,sp|P30874|SSR2_HUMAN,P30874
gene11793,GeneID:102217366,8.00E-152,sp|P30874|SSR2_HUMAN,P30874
gene11794,GeneID:111609854,7.00E-13,tr|J3QR67|J3QR67_HUMAN,J3QR67
gene11795,GeneID:102217788,0,sp|Q9UPT9|UBP22_HUMAN,Q9UPT9
gene11796,GeneID:102229127,0,sp|Q9UNS2|CSN3_HUMAN,Q9UNS2
gene11797,GeneID:102229384,1.00E-106,sp|Q9NPB1|NT5M_HUMAN,Q9NPB1
gene11798,GeneID:102229646,8.00E-65,sp|Q8NB16|MLKL_HUMAN,Q8NB16
gene11799,GeneID:102220812,3.00E-69,sp|Q8NB16|MLKL_HUMAN,Q8NB16
gene118,GeneID:102233251,3.00E-124,sp|O94903|PLPHP_HUMAN,O94903
gene1180,GeneID:102228985,1.00E-71,sp|Q9ULW3|ABT1_HUMAN,Q9ULW3
gene11800,GeneID:102218037,2.00E-150,sp|Q9Y272|RASD1_HUMAN,Q9Y272
gene11801,GeneID:102221066,8.00E-61,sp|Q9UBM1|PEMT_HUMAN,Q9UBM1
gene11802,GeneID:111609881,NA,NA,
gene11803,GeneID:102218467,4.00E-128,sp|Q9ULW5|RAB26_HUMAN,Q9ULW5
gene11804,GeneID:111609882,NA,NA,
gene11805,GeneID:111609880,NA,NA,
gene11806,GeneID:102221329,0,sp|Q96S06|LMF1_HUMAN,Q96S06
gene11807,GeneID:102221590,4.00E-112,sp|P57073|SOX8_HUMAN,P57073
gene11808,GeneID:102218716,0,sp|O75689|ADAP1_HUMAN,O75689
gene11809,GeneID:102218982,2.00E-38,sp|Q49B96|COX19_HUMAN,Q49B96
gene1181,GeneID:102229246,2.00E-76,sp|O43502|RA51C_HUMAN,O43502
gene11810,GeneID:102222119,4.00E-05,sp|Q96LA5|FCRL2_HUMAN,Q96LA5
gene11811,GeneID:111609957,6.00E-08,tr|H0Y8A0|H0Y8A0_HUMAN,H0Y8A0
gene11813,GeneID:102219246,1.00E-12,tr|A0A0A0MTR3|A0A0A0MTR3_HUMAN,A0A0A0MTR3
gene11814,GeneID:111609921,8.00E-25,sp|Q8TBB0|THAP6_HUMAN,Q8TBB0
gene11815,GeneID:111609859,NA,NA,
gene11816,GeneID:102219018,7.00E-48,sp|Q9P1W9|PIM2_HUMAN,Q9P1W9
gene11817,GeneID:111609939,NA,NA,
gene11818,GeneID:111609938,NA,NA,
gene11819,GeneID:111609839,NA,NA,
gene1182,GeneID:102229501,0,sp|O00222|GRM8_HUMAN,O00222
gene11820,GeneID:102219505,0,sp|P48436|SOX9_HUMAN,P48436
gene11821,GeneID:111609840,NA,NA,
gene11823,GeneID:111609950,9.00E-12,sp|Q711Q0|CEFIP_HUMAN,Q711Q0
gene11824,GeneID:102220629,8.00E-53,sp|Q8IW00|VSTM4_HUMAN,Q8IW00
gene11825,GeneID:102220891,NA,NA,
gene11826,GeneID:102223748,0,sp|Q7Z5H3|RHG22_HUMAN,Q7Z5H3
gene11827,GeneID:102221148,0,sp|P45983|MK08_HUMAN,P45983
gene11828,GeneID:102224010,4.00E-114,sp|Q68DX3|FRPD2_HUMAN,Q68DX3
gene11829,GeneID:102221410,6.00E-124,sp|P55107|GDF10_HUMAN,P55107
gene1183,GeneID:106699792,7.00E-38,sp|Q969E8|TSR2_HUMAN,Q969E8
gene11830,GeneID:102224264,8.00E-89,sp|O95393|BMP10_HUMAN,O95393
gene11831,GeneID:102221677,1.00E-144,sp|P10745|RET3_HUMAN,P10745
gene11832,GeneID:102224771,0,sp|Q9H6X2|ANTR1_HUMAN,Q9H6X2
gene11833,GeneID:102225041,2.00E-98,sp|Q9HAC8|UBTD1_HUMAN,Q9HAC8
gene11834,GeneID:111609886,NA,NA,
gene11835,GeneID:102221942,0,sp|Q96T76|MMS19_HUMAN,Q96T76
gene11836,GeneID:102225302,1.00E-139,sp|Q969W1|ZDH16_HUMAN,Q969W1
gene11837,GeneID:102225560,0,sp|Q7Z3J2|CP062_HUMAN,Q7Z3J2
gene11838,GeneID:102222204,0,sp|Q7L5D6|GET4_HUMAN,Q7L5D6
gene11839,GeneID:102222467,7.00E-104,tr|W0Z7M9|W0Z7M9_HUMAN,W0Z7M9
gene1184,GeneID:102229763,1.00E-109,tr|A8MPP7|A8MPP7_HUMAN,A8MPP7
gene11840,GeneID:106699951,2.00E-55,sp|B4DS77|SHSA9_HUMAN,B4DS77
gene11841,GeneID:102222720,3.00E-79,sp|Q6ICB0|DESI1_HUMAN,Q6ICB0
gene11842,GeneID:102222975,0,sp|P12956|XRCC6_HUMAN,P12956
gene11843,GeneID:111609835,2.00E-08,sp|Q9UG22|GIMA2_HUMAN,Q9UG22
gene11844,GeneID:102223232,2.00E-96,sp|Q15040|JOS1_HUMAN,Q15040
gene11845,GeneID:102225821,6.00E-45,sp|O95931|CBX7_HUMAN,O95931
gene11846,GeneID:102226082,0,sp|Q09472|EP300_HUMAN,Q09472
gene11847,GeneID:102226333,0,sp|Q969R5|LMBL2_HUMAN,Q969R5
gene11848,GeneID:102236203,0,sp|Q6NUI6|CHADL_HUMAN,Q6NUI6
gene11849,GeneID:102234062,3.00E-157,sp|P46060|RAGP1_HUMAN,P46060
gene1185,GeneID:102230025,0,sp|Q9ULL4|PLXB3_HUMAN,Q9ULL4
gene11850,GeneID:102234320,0,sp|Q9UGR2|Z3H7B_HUMAN,Q9UGR2
gene11851,GeneID:102234573,1.00E-96,sp|Q10587|TEF_HUMAN,Q10587
gene11852,GeneID:102235182,3.00E-75,sp|Q7RTV0|PHF5A_HUMAN,Q7RTV0
gene11853,GeneID:102235446,0,sp|Q99798|ACON_HUMAN,Q99798
gene11854,GeneID:102235694,2.00E-65,sp|Q9Y534|CSDC2_HUMAN,Q9Y534
gene11855,GeneID:111609816,NA,NA,
gene11856,GeneID:111609928,3.00E-55,tr|H0YKP9|H0YKP9_HUMAN,H0YKP9
gene11857,GeneID:111609815,NA,NA,
gene11858,GeneID:102218060,0,sp|Q14500|KCJ12_HUMAN,Q14500
gene11859,GeneID:102217810,0,tr|A0A0B4J1W0|A0A0B4J1W0_HUMAN,A0A0B4J1W0
gene1186,GeneID:102230288,0,sp|P33897|ABCD1_HUMAN,P33897
gene11860,GeneID:102218830,NA,NA,
gene11861,GeneID:102217558,4.00E-79,sp|Q96PB8|LRC3B_HUMAN,Q96PB8
gene11862,GeneID:102218577,0,sp|P11388|TOP2A_HUMAN,P11388
gene11863,GeneID:102218323,6.00E-58,sp|Q8N144|CXD3_HUMAN,Q8N144
gene11864,GeneID:102222808,0,sp|P10276|RARA_HUMAN,P10276
gene11865,GeneID:102222551,7.00E-31,sp|P46013|KI67_HUMAN,P46013
gene11866,GeneID:102222298,6.00E-70,sp|Q9H6E5|STPAP_HUMAN,Q9H6E5
gene11867,GeneID:102220977,1.00E-22,sp|P01303|NPY_HUMAN,P01303
gene11868,GeneID:102220715,0,tr|A0A0C4DH75|A0A0C4DH75_HUMAN,A0A0C4DH75
gene11869,GeneID:102222031,1.00E-43,tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN,A0A0A0MRT6
gene1187,GeneID:102221630,2.00E-13,sp|Q96HB5|CC120_HUMAN,Q96HB5
gene11870,GeneID:102221242,0,sp|P12821|ACE_HUMAN,P12821
gene11871,GeneID:102221501,0,sp|P26006|ITA3_HUMAN,P26006
gene11872,GeneID:102232591,0,sp|O43739|CYH3_HUMAN,O43739
gene11873,GeneID:102217008,4.00E-133,sp|P63000|RAC1_HUMAN,P63000
gene11874,GeneID:102216748,8.00E-106,sp|P63000|RAC1_HUMAN,P63000
gene11875,GeneID:102217124,9.00E-103,sp|P63000|RAC1_HUMAN,P63000
gene11876,GeneID:102218748,1.00E-85,sp|P63000|RAC1_HUMAN,P63000
gene11877,GeneID:102219012,2.00E-120,sp|Q14894|CRYM_HUMAN,Q14894
gene11878,GeneID:102217383,1.00E-62,sp|P55769|NH2L1_HUMAN,P55769
gene11879,GeneID:102217635,0,sp|P22695|QCR2_HUMAN,P22695
gene1188,GeneID:102230815,0,tr|A6NEM2|A6NEM2_HUMAN,A6NEM2
gene11880,GeneID:102219273,3.00E-32,sp|A6NFC5|TM235_HUMAN,A6NFC5
gene11881,GeneID:102218059,6.00E-35,sp|O15392|BIRC5_HUMAN,O15392
gene11882,GeneID:102219534,3.00E-82,sp|Q0VG06|FP100_HUMAN,Q0VG06
gene11883,GeneID:102218322,0,sp|O14926|FSCN2_HUMAN,O14926
gene11884,GeneID:102219785,1.00E-77,sp|Q9P281|BAHC1_HUMAN,Q9P281
gene11885,GeneID:102222405,0,sp|Q9HBR0|S38AA_HUMAN,Q9HBR0
gene11886,GeneID:102219779,1.00E-14,sp|A1L188|NDUF8_HUMAN,A1L188
gene11887,GeneID:102222140,2.00E-110,tr|A0A1B0GV70|A0A1B0GV70_HUMAN,A0A1B0GV70
gene11888,GeneID:111609890,NA,NA,
gene11889,GeneID:102221876,2.00E-150,sp|Q86W34|AMZ2_HUMAN,Q86W34
gene1189,GeneID:102231075,7.00E-69,sp|P51617|IRAK1_HUMAN,P51617
gene11890,GeneID:102221614,1.00E-140,sp|O15403|MOT7_HUMAN,O15403
gene11891,GeneID:102221350,0,sp|Q96EG1|ARSG_HUMAN,Q96EG1
gene11892,GeneID:102219528,0,sp|Q5MNZ9|WIPI1_HUMAN,Q5MNZ9
gene11893,GeneID:102219268,0,sp|P10644|KAP0_HUMAN,P10644
gene11894,GeneID:102221085,0,sp|Q96MK3|FA20A_HUMAN,Q96MK3
gene11895,GeneID:102220831,0,sp|Q9NZM1|MYOF_HUMAN,Q9NZM1
gene11896,GeneID:102219007,0,sp|Q9BTE6|AASD1_HUMAN,Q9BTE6
gene11897,GeneID:111609951,4.00E-32,tr|H7C1Q7|H7C1Q7_HUMAN,H7C1Q7
gene11898,GeneID:102220298,0,sp|O95251|KAT7_HUMAN,O95251
gene11899,GeneID:102238343,8.00E-58,sp|P56177|DLX1_HUMAN,P56177
gene119,GeneID:102218196,2.00E-124,sp|Q7Z7H5|TMED4_HUMAN,Q7Z7H5
gene1190,GeneID:102231331,1.00E-54,tr|A0A087X1U4|A0A087X1U4_HUMAN,A0A087X1U4
gene11900,GeneID:102234988,3.00E-125,sp|O60479|DLX3_HUMAN,O60479
gene11901,GeneID:102238075,0,sp|P12821|ACE_HUMAN,P12821
gene11902,GeneID:102237818,0,sp|Q9H9J4|UBP42_HUMAN,Q9H9J4
gene11903,GeneID:102234726,6.00E-133,sp|Q9BQI3|E2AK1_HUMAN,Q9BQI3
gene11904,GeneID:111609875,2.00E-69,sp|A6NGH8|ANR61_HUMAN,A6NGH8
gene11905,GeneID:102237564,0,sp|P54278|PMS2_HUMAN,P54278
gene11906,GeneID:111609857,1.00E-06,sp|B6SEH9|ERVV2_HUMAN,B6SEH9
gene11907,GeneID:102237302,2.00E-162,sp|P0C881|R10B1_HUMAN,P0C881
gene11908,GeneID:102237049,7.00E-38,sp|Q15398|DLGP5_HUMAN,Q15398
gene11909,GeneID:102234218,0,sp|P86791|CCZ1_HUMAN,P86791
gene1191,GeneID:111608652,NA,NA,
gene11910,GeneID:102233956,3.00E-35,sp|P0CE71|OCM2_HUMAN,P0CE71
gene11911,GeneID:102233699,7.00E-30,sp|P20472|PRVA_HUMAN,P20472
gene11912,GeneID:102233440,1.00E-04,sp|Q8IWU2|LMTK2_HUMAN,Q8IWU2
gene11913,GeneID:102236788,0,sp|Q7Z6L1|TCPR1_HUMAN,Q7Z6L1
gene11914,GeneID:102233178,2.00E-87,sp|P22392|NDKB_HUMAN,P22392
gene11915,GeneID:102236530,1.00E-108,sp|Q9Y2W6|TDRKH_HUMAN,Q9Y2W6
gene11916,GeneID:102232916,0,sp|Q05BQ5|MBTD1_HUMAN,Q05BQ5
gene11917,GeneID:102232656,0,sp|Q12767|TMM94_HUMAN,Q12767
gene11918,GeneID:102232393,0,sp|P49327|FAS_HUMAN,P49327
gene11919,GeneID:102232141,0,sp|Q15042|RB3GP_HUMAN,Q15042
gene1192,GeneID:102231593,0,sp|P98174|FGD1_HUMAN,P98174
gene11920,GeneID:102231887,9.00E-42,sp|Q00059|TFAM_HUMAN,Q00059
gene11921,GeneID:102236277,1.00E-50,sp|P05423|RPC4_HUMAN,P05423
gene11922,GeneID:102236019,6.00E-115,sp|Q8NFU5|IPMK_HUMAN,Q8NFU5
gene11923,GeneID:111609931,0,sp|P54802|ANAG_HUMAN,P54802
gene11924,GeneID:102235513,0,sp|P51692|STA5B_HUMAN,P51692
gene11925,GeneID:102231628,2.00E-51,sp|Q6NZI2|CAVN1_HUMAN,Q6NZI2
gene11926,GeneID:102235252,0,sp|Q93050|VPP1_HUMAN,Q93050
